stop_id,stop_name,zone_id,stop_lat,stop_lon,stop_desc
snY1bh4m,Shantinagar Lallaguda,Shantinagar Lallaguda,17.435746697492444,78.53734912969753,SHANTHI Nagar twd Lalapet
lC9NVBlU,Shantinagar Lallaguda,Shantinagar Lallaguda,17.435708146204078,78.53730350591802,SHANTHI NAGAR twd Mettuguda
1pmlHcrL,Noori Pan Shop,Noori Pan Shop,17.437489264864332,78.53389442431691,NOORIE PAN SHOP twd Mettuguda
2n2EUxVL,Mazjid Laxmi Emerald,Mazjid Laxmi Emerald,17.438466704739763,78.53218317031862,MAJZID twd Secunderabad
rR6WTLPT,Kanazi Guda,Kanazi Guda,17.484012578134507,78.49690139389928,KANAJIGUDA PETROL PUMP twd Kistamma Enclave
4woK7DRR,Indira Nagar-Hasmathpet,Indira Nagar-Hasmathpet,17.485348012254864,78.49303901156506,INDIRANAGAR twd Kistamma Colony
JxEJeQtK,Green Fields,Green Fields,17.49100809608491,78.49271312634349,GREENFIELD twd Secunderabad
ExSDBfxE,Indira Nagar-Hasmathpet,Indira Nagar-Hasmathpet,17.485411971086474,78.4930604690551,INDIRANAGAR twd Secunderabad
MOxH1GI0,Kanazi Guda,Kanazi Guda,17.484199339008217,78.49714010818629,KANAJIGUDA twd Secunderabad
Mez2VlDa,Subhash Nagar X Rd Lalbzazar,Subhash Nagar X Rd Lalbzazar,17.483058331901706,78.49987596273424,SUBHASH NAGAR CROSS ROADS twd Secunderabad
tFQWEsG0,Venkatagiri,Venkatagiri,17.414362,78.425119,VENKATGIRI twd Secunderabad
1t6amxAW,Wipro,Wipro,17.434136938956524,78.29902947415756,WIPRO twd Lingampally
8NxxGRSs,Tellapur (Bus Pickup),Tellapur (Bus Pickup),17.4702,78.2882,TELLAPUR (Van PickUp)
XsRYKrvI,Fly Quaters,Fly Quaters,17.484,78.511,FLY QTRS twd Kondapur
kMF9l8H1,Nagisettipalle,Nagisettipalle,17.64100141089568,78.66698764334596,NAGISETTIPALLY twd Kondapur
CM5UHe9h,Potharam X Roads,Potharam X Roads,17.65571042337996,78.67924734950067,POTHARAM X ROADS twd Kondapur
x30icy28,Mooduchinthapally,Mooduchinthapally,17.652127664143084,78.68886642150257,MUDUCHINTHAPALLY twd Kondapur
PMDbMxjX,Lakshimapur,Lakshimapur,17.663182307010757,78.70253362652282,LAXMAPUR twd Kondapur
ZgTJj5Ae,Thimmapur-Bommalaramaram,Thimmapur-Bommalaramaram,17.639,78.736,THIMMAPUR twd Kondapur
Qdcgdso1,Boinpalle X Road,Boinpalle X Road,17.63559970817041,78.74307855504739,BOINPALLY X ROAD twd Kondapur
cMR0V4yz,Madhapur X Road,Madhapur X Road,17.646974221321127,78.74464228547018,MADHAPUR X ROAD twd Kondapur
4yQHsPRR,Nagaipalle Village,Nagaipalle Village,17.65060880911471,78.74252200461153,NAGAIPALLE VILLAGE twd Kondapur
yGmchHK2,Gopalpuram,Gopalpuram,17.67198285373578,78.75439612657294,GOPALPURAM twd Kondapur
BgzMWGR3,Gopalpuram,Gopalpuram,17.671998187855614,78.75441758331156,GOPALPURAM twd Secundrabad
AtLuf3Nz,Nagaipalle Village,Nagaipalle Village,17.65060816476106,78.74254144732073,NAGAIPALLE VILLAGE twd Secundrabad
hYtqRDve,Madhapur X Road,Madhapur X Road,17.646965275490416,78.74466508782523,MADHAPUR X ROAD twd Secundrabad
1nsfk8zP,Boinpalle X Road,Boinpalle X Road,17.63558053191229,78.74310404046713,BOINPALLY X ROAD twd Secundrabad
pgeLpxJm,Thimmapur-Bommalaramaram,Thimmapur-Bommalaramaram,17.642571473264614,78.72760656923526,THIMMAPUR twd Secundrabad
p1BvieJb,Lakshimapur,Lakshimapur,17.6631247823765,78.70248739754477,LAXMAPUR twd Secundrabad
lgZefg1W,Mooduchinthapally,Mooduchinthapally,17.652128306104803,78.68877187371255,MUDUCHINTHAPALLY twd Secundrabad
abTFXejZ,Potharam X Roads,Potharam X Roads,17.655728383038333,78.67931574583055,POTHARAM X ROAD twd Secundrabad
UTIBdf6i,Nagisettipalle,Nagisettipalle,17.640975210897185,78.66699098591656,NAGISETTIPALLY twd Secundrabad
EOqEbMbL,Gopalpur Milstone1 Twd Kondapur,Gopalpur Milstone1 Twd Kondapur,17.67779427563548,78.76128137111665,GOPALPUR MILSTONE1 twd Kondapur
YyOhlMgn,Kondapur-M Turkapalle,Kondapur-M Turkapalle,17.687285442112415,78.78641098737718,KONDAPUR twd Kasireddipalli
qYmMl6oN,Kondapur-M Turkapalle,Kondapur-M Turkapalle,17.687203642273836,78.78637611865999,KONDAPUR twd Secundrabad
dzsInfwO,Kondapur Milstone2 Twd Gopalpur,Kondapur Milstone2 Twd Gopalpur,17.677745720141697,78.76128673522354,KONDAPUR MILSTONE2 twd Gopalpur
RHq8bFwq,Bhel Metro Colony,Bhel Metro Colony,17.537373099602313,78.29733208465788,BHEL METRO COLONY
psNKPl3k,Bhel Metro Water Tank,Bhel Metro Water Tank,17.53940910574293,78.28896462698683,BHEL METRO WATER TANK
kGguxPyt,Shilparamam,Shilparamam,17.453748011647836,78.37936967551481,SHILPARAMAM twd RGIA
g2d8ecJ2,Bitsphilani X Road,Bitsphilani X Road,17.561149838545585,78.57411816716196,BITS Philani X ROAD twd Anthai Palle
dOio6rJg,Bits Pilani,Bits Pilani,17.547370325982197,78.57235200567924,BITS CAMPUS Bus Stop
YPnZrZas,Pothaipally,Pothaipally,17.567421921024522,78.53935539878027,POTHAIPALLY twd Thumkunta
8MT29Wxb,Sai Geetha Asharam,Sai Geetha Asharam,17.581178682897153,78.50094080220246,SAI GEETHA ASHARAM
4xDclxFR,Mallanna Colony,Mallanna Colony,17.57897204737867,78.4991772394289,MALLANNA COLONY
jnwgRQjX,Devar Yamjal,Devar Yamjal,17.567590666452855,78.52319240437824,DEVARAYAMJAL twd Thumkunta
Y0oAD5fm,Green Fields,Green Fields,17.49107971602554,78.49271312355997,GREENFIELD twd Kishtamma Enclave
ZAnA4Pwo,Surana,Surana,17.471228337704773,78.60108375549318,SURANA twd Cherlapally
RYrAhtCx,Chinna Cherlapally,Chinna Cherlapally,17.47077037047948,78.60858455300334,CHINNA Cherlapally twd Cherlaplly
1TX7aYKE,Chinna Cherlapally,Chinna Cherlapally,17.470723038605588,78.60857516527177,CHINNA CHERLLAPALLY twd Kushaiguda
xutE8Tgf,Surana,Surana,17.471,78.601,SURANA twd ECIL
XJ5K0Oum,Cherlapally,Cherlapally,17.472707129034646,78.58951538801195,CHERLAPALLY JAIL twd Kushaiguda
Qu5RFHcj,Cheeriyal,Cheeriyal,17.513126180787435,78.62777709960939,CHEERYAL twd Yadgarpally
wnthA4nA,Geethanjali Engg Clg,Geethanjali Engg Clg,17.523316784378167,78.62871050834656,GEETHANJALI Engg College twd Yadgarpally
4G8WvMaU,Yadgarpally X Rd,Yadgarpally X Rd,17.53808556911348,78.63110572099687,YADGARPALLY X ROAD twd Dharmar
qEVby5Kn,Drdo,Drdo,17.559758073865215,78.62892240285875,DRDO twd Dharmaram
uIpPqUim,Dharmavaram-Keesara,Dharmavaram-Keesara,17.547426707827,78.6114853896892,DHARMARAM twd Yadgarpally
L7nGKCY4,Thimmaipally,Thimmaipally,17.546326946294727,78.61655217106717,THIMMAIPALLY twd Yadgarpally
GkYXdQkx,Drdo,Drdo,17.55948956497875,78.62915039062501,DRDO twd Yadgarpally
4nDtWBtf,Yadgarpally X Rd,Yadgarpally X Rd,17.537823421944683,78.63108158111575,YADGARPALLY X ROADS twd ECIL
Ypsfsbuw,Geethanjali Engg Clg,Geethanjali Engg Clg,17.52301463643346,78.62881243228914,GEETHANJALI ENGG COLLEGE twd ECIL
AL8XcSyT,Cheeriyal,Cheeriyal,17.513177338447388,78.6279594898224,CHEERYAL VILLAGE twd ECIL
sOkRlkPj,Annapurna Colony-Ghatkesar,Annapurna Colony-Ghatkesar,17.458,78.688,ANNAPURNA COLONY twd BOGARAM
WzKRY0SY,Kondapur-Ghatkesar,Kondapur-Ghatkesar,17.462855500538176,78.68978708811325,KONDAPUR twd BOGARAM
JQU50HDi,Vignan School-Ghatkesar,Vignan School-Ghatkesar,17.47776512429011,78.69333699524512,VIGNAN SCHOOL twd Bogaram
j42GbuHv,Holy Mery College Twd Keesara,Holy Mery College Twd Keesara,17.48934910298013,78.69314252358362,HOLY MERY COLLEGE twd Keesara
03hyXfbr,Holy Mery College Twd Uppal,Holy Mery College Twd Uppal,17.48946677993359,78.69319349642875,HOLY MERY COLLEGE twd Uppal
aenarJJa,Vignan School-Ghatkesar,Vignan School-Ghatkesar,17.477754910022142,78.69336783917072,VIGNAN SCHOOL twd Ghatkesar
hGxarGTb,Kondapur-Ghatkesar,Kondapur-Ghatkesar,17.468935992065187,78.69222520680184,KONDAPUR twd GHATKESAR
iHWdnnvi,Annapurna Colony-Ghatkesar,Annapurna Colony-Ghatkesar,17.45792608531666,78.68812691135247,ANNAPURNA COLONY twd GHATKESAR
0fvEMmf2,Ymca Secunderabad,Ymca Secunderabad,17.443494938643372,78.49866896437625,YMCA twd West Mareddpally
pxT9JHNc,Padmarao Nagar,Padmarao Nagar,17.425548745419885,78.50763827562332,PADMARAO NAGAR twd Parsigutta
16q3gfpc,Skandagiri,Skandagiri,17.42269522243786,78.50839465794319,SKANDAGIRI twd Gangaputra
wvFA7vux,Srinivas Colony,Srinivas Colony,17.421020991281658,78.5087587748571,SRINIVAS COLONY twd Gangaputra
yYiHoEB8,Bapuji Nagar,Bapuji Nagar,17.418278162497028,78.50594580422425,BAPUJINAGAR twd Gangaputra
H4zCLXya,Gangaputra Colony,Gangaputra Colony,17.416048419457997,78.50701130347066,GANGAPUTRA
PoYrojWw,Parsigutta,Parsigutta,17.415785352808342,78.51005226078067,PARSIGUTTA twd Secunderabad
FMlvWHrO,Bapuji Nagar,Bapuji Nagar,17.41860319191479,78.50958823908782,BAPUJINAGAR twd Secunderabad
FPIhqGJp,Srinivas Colony,Srinivas Colony,17.42096244669674,78.50886605730553,SRINIVAS COLONY twd Secundrabad
IWsrvYyN,Skandagiri,Skandagiri,17.422649617097136,78.50837055524639,SKANDAGIRI twd Secundrabad
yK2B8zG2,Padmarao Nagar,Padmarao Nagar,17.426400937007095,78.50686948491675,PADMA RAO NAGAR twd Secunderabad
AQvI5lhd,Telecom Colony,Telecom Colony,17.49286138812773,78.49773550276085,TELECOM COLONY twd Secunderabad
Obcbrjfd,Gangaram,Gangaram,17.8196,78.1304,GANGARAM
bMAnJ4qt,Sindihi Colony,Sindihi Colony,17.440854173203952,78.4789909474518,SINDHI COLONY twd Begumpet
Wtjnua8E,Patigadda,Patigadda,17.43904544221282,78.47648897896869,PATIGADDA
xrvqzGBc,Ashish Garden Bus Stop,Ashish Garden Bus Stop,17.45755916942138,78.47801730816455,ASHISH Garden twd Patancheruvu
xzlWznBW,Kakatiya Colony-Chengicherla,Kakatiya Colony-Chengicherla,17.439537937327923,78.6081543937033,KAKATIYA COLONY twd Uppal
sSz5mDn7,Vijayanagar Colony,Vijayanagar Colony,17.395135446081,78.454661222127,VIJAYANAGAR Col twd Mehdipatnam
JLLxTcbV,Rns Colony,Rns Colony,17.429,78.583,CCMB (RNS) COLONY
cvqLl7gh,Km Stone Twd Rg Colony,Km Stone Twd Rg Colony,17.516,78.614,KM STONE twd Rg Colony
kQMP3Iwu,Rajiv Gruha Kalpa Colony-Ahmedguda,Rajiv Gruha Kalpa Colony-Ahmedguda,17.517116434977087,78.60145389288483,RAJIV Gruha Kalpa Colony
wYsg8NOO,Bvs College X Road- Keshavaram,Bvs College X Road- Keshavaram,17.639932361264954,78.66357922606625,BVR COLLEGE X Road twd M.C. Pally
FjKA29TY,Balaji Venkateswara Jr College,Balaji Venkateswara Jr College,17.635770957021524,78.66443210950774,B V COLLEGE KESHAVARAM
DIFRR5Sr,Bvs College X Road- Keshavaram,Bvs College X Road- Keshavaram,17.639866097196606,78.66363824001276,BVR COLLEGE X Road twd Keshavram
JtUpvbva,Guttala Begumpet,Guttala Begumpet,17.434152336993115,78.40402721088908,GUTTALA Begumpet twd Koti
933GfFpu,Masjid Twd Koti,Masjid Twd Koti,17.426088725251986,78.43699690886258,MASJID twd Koti
hEng9Qxy,Masjid Twd Hitechcity,Masjid Twd Hitechcity,17.426045215747504,78.43725973106149,MASJID twd Hitechcity
NHOecwgm,Guttala Begumpet,Guttala Begumpet,17.43440818392024,78.40407014655007,GUTTALA Begumpet twd Hitech City
tDA2jebJ,Mayuri Nagar,Mayuri Nagar,17.514645,78.372589,MAYURI NAGAR
8WMArdC7,Lingapur Tanda-Shamirpet,Lingapur Tanda-Shamirpet,17.641292164500733,78.68870616021402,LINGAPUR Tanda twd Mc pally
pRXJY4GH,Lingapur Tanda-Shamirpet,Lingapur Tanda-Shamirpet,17.64127,78.6888,LINGAPUR Tanda twd Uddemarri
8iF6XhdH,Icici Turkapally Twd Kolthur,Icici Turkapally Twd Kolthur,17.66525882282074,78.60717504975445,ICICI TURKAPALLY twd Kolthur
a7nPBzTv,Icici Turkapally Twd Secunderabad,Icici Turkapally Twd Secunderabad,17.66523072259952,78.60717102908583,ICICI TURKAPALLY twd Secunderabad
nJ0HhAkG,Court Complex,Court Complex,17.465003561877065,78.39030685844446,COURT COMPLEX
3oMaKmK1,Lambadithanda,Lambadithanda,17.440615,78.3039,lambadithanda twds lingampally
O6ZxE35t,Wipro Twd Khanapur,Wipro Twd Khanapur,17.434123004,78.299110808,WIPRO twd Khanapur
lxpgOwe2,Vatti Nagulapally,Vatti Nagulapally,17.425968447998564,78.29628824876518,VATTE NAGULAPALLY twd Cbit
cEUYJJNP,Vatti Nagulapally,Vatti Nagulapally,17.425994039237633,78.29623326464723,VATTE NAGULAPALLY twd Lingampally
9lbVuLzW,Sunshine Colony,Sunshine Colony,17.506173766364064,78.60054600979778,SUNSHINE COLONY TWD DAMMAIGUDA
tSQiDfDA,Bibi Nagar,Bibi Nagar,17.47010004765903,78.79400968551637,BIBI NAGAR twd Nagireddypally
kEhLYCmj,Brahmanapally Bibinagar,Brahmanapally Bibinagar,17.438,78.819,BRAHMANAPALLY twd Nagireddypally
VxxNDUqD,Lakshmidevigudem Twd Nagireddypally,Lakshmidevigudem Twd Nagireddypally,17.434679444681123,78.81908297736692,LAKSHMIDEVIGUDEM twd Nagireddypally
xEEdvOW8,Hindustan Bc Colony Twd Nagireddypally,Hindustan Bc Colony Twd Nagireddypally,17.42409484889605,78.8233148361311,HINDUSTAN BC COLONY twd Nagireddypally
woulm5vE,Chinnaravulapally,Chinnaravulapally,17.422,78.827,CHINNARAVULAPALLY twd Nagireddypally
7Zfqx3HQ,Battugudem,Battugudem,17.4207637801844,78.83900105953217,BATTUGUDEM twd Nagireddypally
IOY7e8jl,Mamillagudem Bibi Nagar,Mamillagudem Bibi Nagar,17.416340969319933,78.8491558935276,MAMILAGUDAM twd Nagireddypally
0j2mGg4v,Gurrala Dandi,Gurrala Dandi,17.414629979920203,78.85133083730554,GURRALADANDI twd Nagireddypally
zrgPddeD,Kotha Tanda-Bibinagar,Kotha Tanda-Bibinagar,17.41080254314106,78.86495941001463,KOTHA Tanda twd Nagireddypally
0DdXY6rE,Jampalle,Jampalle,17.407,78.881,JAMPALLY twd Nagireddypally
UjmFD3FV,Reddy Naik Tanda-Bibinagar,Reddy Naik Tanda-Bibinagar,17.41288101,78.89044583,REDDYNAYAKTHANDA
FAPYP9gG,Sirivenikunta,Sirivenikunta,17.409470051932658,78.91160585883156,SIRIVENRIKUNTA twd Nagireddypally
8tXfFs6Y,Bollepally,Bollepally,17.406108591597793,78.92399489728706,BOLLEPALLY twd Nagireddypally
jAzvVsbz,Vijayanagarm-Bhuvanagiri,Vijayanagarm-Bhuvanagiri,17.423455386646747,78.93264234134529,VIJAYANAGARAM twd Nagireddypally
GDCnEsuT,Nagireddypally,Nagireddypally,17.4296775179915,78.9378595724701,NAGIREDDYPAL Twd Nalgonda
YGWtZVl2,Nagireddypally,Nagireddypally,17.4297213418238,78.9376205205917,NAGIREDDYPAL Twd Bhuvnagiri
Cah9bqGR,Vijayanagarm-Bhuvanagiri,Vijayanagarm-Bhuvanagiri,17.423319751993905,78.93265843368583,VIJAYANAGARAM twd Bibinagar
XXcwxwmf,Bollepally,Bollepally,17.406302929308165,78.92490682420755,BOLLEPALLY twd Secunderabad
yXOXpx5H,Sirivenikunta,Sirivenikunta,17.409246469505092,78.91142606994067,SIRIVENRIKUNTA twd Bibinagar
qxhMfsEF,Jampalle,Jampalle,17.407,78.881,JAMPALLY twd Secundrabad
t46odZkU,Kotha Tanda-Bibinagar,Kotha Tanda-Bibinagar,17.4107360007897,78.86490583495927,KOTHA Tanda twd Bibinagar
H2gV0Y6j,Gurrala Dandi,Gurrala Dandi,17.41466646448724,78.85128959975665,GURRALADANDI twd Secundrabad
wRSHHv5N,Mamillagudem Bibi Nagar,Mamillagudem Bibi Nagar,17.416159188699357,78.8491746682128,MAMILAGUDAM twd Secundrabad
HhCAqROY,Battugudem,Battugudem,17.42078143432018,78.838781119902,BATTUGUDAM twd Secunderabad
zEm2YgbZ,Chinnaravulapally,Chinnaravulapally,17.422,78.827,CHINNARAVULAPALLY twd Secundrabad
5oZ769mM,Hindustan Bc Colony Twds Secundrabad,Hindustan Bc Colony Twds Secundrabad,17.424,78.823,HINDUSTAN BC COLONY twds Secundrabad
asVT9slk,Lakshmidevigudem Twd Secundrabad,Lakshmidevigudem Twd Secundrabad,17.434794599017547,78.81898105030307,LAKSHMIDEVIGUDEM twd Secundrabad
K0aCY7gW,Brahmanapally Bibinagar,Brahmanapally Bibinagar,17.437,78.819,BRAHMANAPALLY twd Secunderabad
06F1LxVt,Bibi Nagar,Bibi Nagar,17.469974681666727,78.79381120204927,BIBINAGAR twd Uppal
yDkSMUtI,Addagutta Petrol Bunk,Addagutta Petrol Bunk,17.44486771985506,78.51396963000298,ADDA GUTTA Petrol Bunk
QtjWb2h0,Rio-Point,Rio-Point,17.443,78.519,RIO POINT HOTEL twd Addagutta
Q9L2a991,Goutham Nagar Safilguda,Goutham Nagar Safilguda,17.453,78.529,GAUTHAM Nagar twd Malkajgiri
Lrzmwn70,Safilguda Rly Gate,Safilguda Rly Gate,17.462002250673127,78.53285909508068,SAFILGUDA RAILWAY GATE twd Aoc
5mnbbjoo,East Maredpally,East Maredpally,17.44904248218355,78.50896328687669,EAST MAREDPALLY SETWIN CENTRE twd Secunderabad
CKdngtOs,East Maredpally,East Maredpally,17.4454833202474,78.5082069039345,EAST MAREDPALLY twd Secunderabad
6GcHqENg,Rathifile In,Rathifile In,17.4345705,78.504878,Rathifile in
yxaS0vFF,Safilguda,Safilguda,17.462,78.533,SAFILGUDA Railway Gate
gYidQXQJ,Km Stone Venniguda Twd Bogaram,Km Stone Venniguda Twd Bogaram,17.513911405120403,78.68135690856569,KM STONE VENNIGUDA twd Bogaram
BSrRCBqS,Km Stone Twd Keesara,Km Stone Twd Keesara,17.51388839654793,78.6812550370928,KM STONE twd Keesara
wBas4JJY,Badesha Guda,Badesha Guda,17.50080699674207,78.70382308959961,BARSHAGUDA VILLAGE
jkQ9f3nj,Km Stone Twd Ecil,Km Stone Twd Ecil,17.517,78.614,KM STONE twd Ecil
9FbdQDFW,My Villas,My Villas,17.4506775218755,78.59816011172865,MY Villas twd Chengicherla
sqKHVSKU,Reddy College,Reddy College,17.395042359533576,78.49327051456153,REDDY COLLEGE TWD KACHIGUDA
2sXkITgU,Reddy College,Reddy College,17.395243148014266,78.49322814417673,REDDY COLLEGE TWD BARKATPURA
5TeB4xFI,Womens Hostel-Rnj,Womens Hostel-Rnj,17.5113909206,78.361578159,WOMENS HOSTEL-Rnj
JqLFUyjE,Police Lines Begumpet,Police Lines Begumpet,17.443190438844198,78.47770217316933,POLICELINE twd Patigadda
GHPz3LyX,Shakti Sai Nagar,Shakti Sai Nagar,17.441806074033238,78.58151167957872,SHAKTI Sai Nagar twd Mallapur
